Tidsstempel,Uuid,First name,Last name,Birthday,Gender,Country,Are you willing to be a team leader on your team?,Would you consider yourself a creative thinker?,Do you consider yourself knowledgable about the Bible?,"Are you physically fit and able to play in outdoor activities like outdoor games, obstacle courses, running, sport etc.?","Can you play the guitar, piano or keyboard well?",Have you been in a Christian camp before?,"Are you willing to take a speaking role in the Biblical drama? (Ex. main role, supporting role, narrator etc.)",Will you be able to create and design costumes and props for the drama?,"Are you entitled to be in the team with someone, please write their full name - Example kids needs to be with the parent/guardian or new camper wants to be with someone they know. Leave blank for no.","Please list the full names of people who should not be on your team (e.g., spouse, siblings, best friends, people I see (almost) every day). This will help us create teams that encourage meeting new people, fostering new connections, and promoting teamwork with a more diverse group. Being on a team with familiar faces can limit these opportunities."
2016-03-21 17:29:51,3eb13b90-4668-4257-bdd6-40fb06671ad1,Jeffrey,Doyle,1999-03-07,Male,Uganda,No,Maybe,Yes,No,No,Yes,No,No,,
2013-11-01 04:42:16,07a0ca6e-0822-48f3-ac03-1199972a8469,Clayton,Hall,1993-02-16,Female,Monaco,No,Maybe,Yes,No,No,Yes,Yes,Yes,,
2005-01-16 08:49:19,6b65a6a4-8b81-48f6-b38a-088ca65ed389,Jeffrey,Lawrence,2009-12-06,Male,Albania,No,No,No,No,No,No,No,No,,
2019-04-01 20:55:52,571aa876-6c30-4511-b2b9-437a28df6ec4,Joshua,Lewis,2006-03-17,Female,Bosnia and Herzegovina,"Yes, I am willing to be a team leader",Yes,Maybe,Yes,No,Yes,Maybe,No,,
2002-05-09 08:29:47,580d7b71-d8f5-4413-9be6-128e18c26797,Cassandra,Roman,2003-06-23,Male,Mauritania,"No, but I can co-lead and help the team leader",Yes,Maybe,Yes,No,Yes,Maybe,No,,
2003-03-02 14:24:21,8d5288f1-142c-4fe8-a0e7-a113ec1b8ca1,Kelly,Fuller,2016-02-02,Female,Guyana,No,Maybe,Yes,Yes,Yes,Yes,No,No,,
2014-08-24 13:33:10,a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,Jeremy,Roberts,1950-10-30,Female,Djibouti,No,No,No,No,No,No,No,No,,
2021-12-24 13:36:38,a2bc372f-7412-4293-8729-4739614ff3d7,Mary,Martin,1973-02-21,Male,Paraguay,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,
2006-10-09 17:35:43,12476f57-a5e5-45ab-aefc-fad8efc89849,Chelsea,Jackson,2003-06-05,Male,Central African Republic,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,No,Yes,Yes,Yes,,
2011-09-23 03:48:39,a3d70628-ece6-4fa2-bd51-66e6451b4cf3,Hailey,Robinson,1970-08-19,Female,Seychelles,"No, but I can co-lead and help the team leader",Maybe,Maybe,No,No,Yes,No,No,,
2019-09-08 04:08:57,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,Leslie,Adams,1961-06-15,Female,Western Sahara,"No, but I can co-lead and help the team leader",Yes,Maybe,Yes,No,Yes,Yes,Yes,,
2014-05-22 07:31:06,a7cad415-366e-416f-908e-bad7b7c93acf,Victor,Wilkerson,1996-06-08,Female,Cambodia,No,Maybe,Yes,Yes,No,Yes,Yes,No,,
2006-09-20 07:07:33,89fa6a68-8fb5-427b-beb7-99193f22faf8,Jose,Richards,2017-02-02,Female,Iran,No,Maybe,Maybe,Maybe,No,Yes,Yes,No,,
2009-03-08 03:30:16,827050a8-2369-4584-bf5e-9ff0ff50bde4,Trevor,Campos,2014-02-11,Male,Cape Verde,No,No,No,No,No,Yes,Maybe,No,,
2015-12-01 17:15:31,98ae4334-6c12-4ce8-ae34-0454cac5b68c,Bryan,James,2025-01-19,Male,Marshall Islands,No,No,Yes,Maybe,No,Yes,Maybe,No,,
2006-05-18 12:35:37,02f06b90-f143-462f-9c5c-0eed8da0365b,Erin,Wilson,2016-01-13,Female,Sao Tome and Principe,"No, but I can co-lead and help the team leader",Maybe,No,No,Yes,Yes,No,No,,
2006-10-08 07:39:12,4b22d308-1c8e-4ee9-9715-bd6fa4161293,Ryan,Chavez,2021-08-16,Male,Turkey,No,Maybe,Maybe,No,No,Yes,Yes,No,,
2018-04-04 08:04:22,2dbc2134-c30f-446e-8026-695ff8cda88b,William,Rodriguez,1995-01-06,Male,Tajikistan,No,Maybe,Maybe,No,No,Yes,Yes,No,,
2016-03-17 07:21:23,5fb8d16c-2720-497d-b2eb-d6899be578c7,Kathryn,Ryan,2007-06-08,Female,Marshall Islands,No,Maybe,Maybe,Yes,No,Yes,Yes,Yes,,
2023-04-20 11:22:27,04fc6d82-7d15-4385-92fb-e43b99546eb4,Daniel,Cox,2024-03-05,Male,Sri Lanka,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2007-10-20 07:55:00,913e4de2-e0c5-4cb8-bda9-c2a90ed42f1a,Stacey,Miller,1983-09-25,Male,Bangladesh,"No, but I can co-lead and help the team leader",Maybe,Maybe,Yes,No,Yes,Maybe,Yes,,
2024-10-22 16:46:30,20de435d-2031-4750-840d-b9b4885f6e66,Donna,Arroyo,1957-09-28,Male,Marshall Islands,No,Yes,Maybe,Yes,No,Yes,Maybe,Yes,,
2022-02-17 16:36:42,edcd465e-3638-4821-b6e0-7cc06c52c49f,Amber,Blair,1960-08-29,Female,Georgia,No,Yes,Maybe,Yes,No,Yes,Maybe,No,,
2010-02-13 22:30:49,702753a1-5f98-4c71-a65e-688eabf3ad39,Rachel,Hayes,1964-06-12,Female,Bahrain,"No, but I can co-lead and help the team leader",Maybe,Maybe,Yes,No,Yes,Yes,Yes,,
2008-07-29 14:17:10,96a402f2-3ae8-4c93-8dcd-cd03969b6662,Jeffrey,Jones,1995-06-27,Female,Denmark,No,Maybe,Maybe,No,No,No,No,No,,
2001-09-16 12:14:58,1223b513-5496-463c-9c11-10c1080aadfb,Willie,Ramirez,1983-09-07,Male,Mauritius,No,Yes,Maybe,Maybe,No,Yes,No,Yes,,
2003-05-10 23:02:48,93829b43-922f-415a-a1e3-db63ef7ddc76,Thomas,Mueller,2009-10-09,Female,Comoros,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,No,Yes,Yes,No,,
2002-05-23 23:50:27,6c6fa611-5ab3-4edf-ae59-5ed3a8b317fa,Robert,Shields,1948-10-02,Female,Palau,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,
2024-12-18 23:13:17,ba6c34ab-6712-403a-8f84-4fef1931e9ee,Matthew,Hensley,1964-07-04,Male,Comoros,"Yes, I am willing to be a team leader",Yes,Maybe,No,Yes,Yes,Yes,Yes,,
2013-08-09 01:21:08,474ebc19-2ef9-4276-ac00-6f6123e2fcb4,Steven,Baxter,1950-06-22,Female,Sri Lanka,No,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,,
2021-11-06 23:48:16,a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,Yvette,Huff,2022-11-08,Male,Vanuatu,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,Yes,Yes,Yes,Yes,,
2019-02-12 07:15:50,7c52fa17-680a-407a-aa93-5d623c835dc0,Timothy,Hancock,2017-06-18,Female,Chad,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,Yes,Yes,Yes,Yes,,
2009-08-12 10:43:05,ed3049cf-43e4-48fc-a3f2-ae24fc3d3348,Kristen,Gibson,1978-08-18,Female,Saint Martin,"Yes, I am willing to be a team leader",Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
2025-04-02 06:37:12,7c967f79-b7e9-4aca-a970-65e18e46d534,Eric,Phillips,2022-10-31,Female,Mozambique,"No, but I can co-lead and help the team leader",Yes,No,Yes,No,No,No,No,,
2018-08-31 02:39:48,0ea2622b-5048-47ba-bf7b-539b0f9aea4b,Brendan,Woods,2018-11-02,Male,Marshall Islands,"No, but I can co-lead and help the team leader",Yes,Maybe,Maybe,No,No,Yes,Yes,,
2003-12-29 17:20:24,d9f195d0-1482-4f53-8201-0c62f5f59b22,Jacob,Larson,1999-01-22,Male,Dominica,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,No,Yes,Yes,Yes,,
2010-03-30 06:11:47,3f07f814-91d6-4f78-a3e9-de99f10c718b,Beth,Williams,1951-01-03,Female,Palestinian Territory,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2014-10-22 03:00:16,42c18a62-ef48-48d5-90fd-9d3f85d51695,James,Moran,1963-09-13,Male,Indonesia,No,Yes,Maybe,Yes,No,Yes,Yes,Yes,,
2003-04-27 16:15:18,50f0fd0a-750c-4b75-8ccc-9bc2a53f8a28,Sarah,Walls,1945-02-13,Male,Nigeria,"Yes, I am willing to be a team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2025-04-30 08:48:37,89a2688b-12c1-46e0-9998-5f15ff002d4d,Jason,Baker,2019-12-17,Female,Turkmenistan,No,Maybe,Maybe,No,No,No,No,No,,
2001-09-29 09:34:19,286218b8-48f4-4f12-9e99-53d23e896c64,Samuel,Daniels,1968-11-13,Male,Sri Lanka,"Yes, I am willing to be a team leader",Yes,Maybe,Yes,No,Yes,Yes,Yes,,
2016-08-03 12:58:07,8dfa6a56-d12d-4c9a-aaf9-15310200b1f0,Kevin,Alvarado,2020-06-02,Male,Burkina Faso,No,Yes,No,Yes,No,Yes,Maybe,Yes,,
2006-09-16 11:00:27,8da01097-be0f-451b-9b66-b5a9e3c43657,Eric,Campbell,1961-06-05,Male,Guam,"No, but I can co-lead and help the team leader",Maybe,Maybe,Yes,No,Yes,Maybe,Yes,,
2005-03-01 11:15:32,81627cf1-4394-42e6-9a58-7e8aa25d6b29,Tracy,Whitehead,2012-11-24,Female,Bermuda,"No, but I can co-lead and help the team leader",No,Maybe,Yes,No,Yes,Maybe,No,,
2016-02-03 01:57:34,00e85ece-0b49-452d-86d4-83f3d450281c,Matthew,Anderson,2023-09-24,Female,Central African Republic,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
